MUSTERINO
756100
117838
247400
312732
491106
369976
296624
950825
806499
124495
919116
448582
133296
1045713
370580
804153
465933
761836
449997
529284
246065
202339
490154
458801
945247
1037377
663985
944318
880486
948552
657244
231379
613136
669931
903319
962987
506392
236950
424156
223269
1003787
597912
598374
587499
227422
287635
478821
960220
966083
879247
1008479
232823
645605
559308
850904
862136
884583
236079
1013302
706799
604221
223194
781160
494887
551339
472644
894736
1023781
125118
112273
828227
123013
944737
952103
1009936
96880
814471
127866
236922
140615
982060
342097
1002304
493245
113168
1043642
223856
612305
511529
123393
716837
223887
1031025
1035080
763231
125719
645384
605535
983240
527236
524481
1011990
953127
921850
575766
905520
208604
63349
165991
218318
874648
991616
112202
1044861
113205
944668
950460
1037122
1020735
506061
844119
799785
696064
247954
244405
224859
998567
958141
690626
124945
234707
985940
127831
856924
625813
899544
213683
461966
231305
147122
420928
373167
914911
225438
656886
941584
946250
250994
951751
1018566
243698
606169
833813
1044496
1045897
305646
814908
612550
886366
568048
140587
308439
510059
811608
201363
902388
113722
507522
1036110
1000128
715042
941792
1014844
243795
619275
890965
583201
351330
236831
513031
952283
700325
525778
224494
895267
1014826
124948
1006543
100913
1051312
951440
592125
890036
128267
224492
125555
555399
402813
509789
941395
606116
981707
1031369
782259
236841
258911
1005632
61958
526272
755389
303231
859369
981527
810838
123048
891548
247509
952234
412986
1001992
716469
235363
948544
223959
937512
758461
759633
368335
601001
723720
201369
240969
505089
830089
940047
366177
942471
754998
761585
408474
243689
851502
1014401
1013319
613465
1002927
279060
128634
166026
510535
1000795
1004439
713854
640576
813662
756735
293087
123036
823517
696059
241077
241135
306103
117882
227513
943373
1024636
660186
140589
113202
421252
897639
1002539
955863
246903
223292
938923
112849
1011466
645002
998396
117842
755387
909454
891964
372132
694603
345469
361182
236188
224995
231361
1018886
249411
231922
941229
106280
232011
713482
312929
754168
386638
756338
645677
956486
125717
224976
1034632
783962
202284
1000929
814713
223986
244408
307086
355691
975514
904403
959975
953243
222659
385175
967619
273977
224978
1042906
129758
880488
232753
935073
1016627
941259
645619
125606
222539
112800
1031684
517302
941580
957853
783623
829276
123463
520882
771030
1018079
223275
237637
1002538
578155
947272
623301
524483
946497
245235
1048257
630919
226240
1013819
886579
889134
1034099
982783
1019772
129526
247416
918576
240989
143480
952166
761030
645431
759802
648164
617150
117780
1012414
775864
416672
856128
448585
980837
246003
788520
879686
895362
309781
1022217
233505
416569
166064
480047
909251
662758
227506
655510
1041708
1012938
761650
989398
126051
834197
656266
389931
1014115
711000
1004042
51266
111647
1049222
124097
603629
504107
880981
812243
764961
567294
1005622
961526
533564
232066
713230
976490
236184
1036477
753787
912285
236191
850854
735158
313691
792551
850086
989384
260443
336985
236172
529285
517011
963621
318000
913473
412479
561940
624947
707047
252213
658010
946404
96965
247394
979219
753201
233478
302020
786346
886362
409818
245975
765530
1035277
473848
684111
1025743
958525
988944
828509
467524
954423
724833
240522
161964
514164
302841
409370
129622
682612
887553
1000463
1000786
883555
224931
837259
110837
414435
881425
268345
706006
1043757
755784
239881
803702
535333
223228
1040914
553285
559927
701016
261081
991607
664169
961937
270944
772484
1016255
320685
1000928
676431
958817
1025351
1016166
247480
639838
232726
224490
981138
944118
671571
955348
824455
551046
110841
512924
128610
875919
460487
231358
430739
953743
123428
111642
246916
363625
894527
604212
161863
1015285
343351
896530
946130
706692
227384
128604
609725
957291
889756
979326
245210
224541
813193
1040685
245976
722049
989145
192490
930074
552574
402987
604676
986643
970874
965471
795102
241086
337938
977405
124503
834792
1005939
223235
1021579
619165
415077
247055
1010801
1003988
319495
882162
1048681
265237
1019702
562003
941257
998514
322690
732496
231999
848096
879107
869821
848098
952702
300331
23070
1006839
1008997
1002817
772492
226236
831897
112228
124069
371484
662748
961180
914679
192323
1015193
125698
852760
259776
879924
235349
235375
518575
125694
857427
449228
952287
239862
127418
127812
752798
748466
1033346
956008
831888
942252
1001767
223293
1032240
958348
989209
815182
876179
857754
602213
226796
608345
944496
1033285
943924
94146
977168
752181
956764
263768
656763
698575
356218
516557
598377
355995
315639
225014
109439
929571
241102
485808
213657
243728
903199
587000
938519
263068
811431
1023615
1018819
948945
235405
461032
245988
757210
973866
235385
812971
880641
961218
926099
1023817
1003877
241669
481541
755427
945004
776652
530880
892985
89079
811506
516508
261244
1008447
721856
604216
940500
603676
1039258
659857
246580
150981
507787
197076
837922
887833
790805
626850
240476
754907
351988
243801
449108
857982
584737
970118
825595
231349
457820
455988
917013
525154
89040
123443
937515
953359
659226
750839
794682
244453
304044
117872
970741
577811
946259
760733
950852
762327
456013
901383
640007
940506
269643
1044008
1003958
76218
779711
1000367
123448
958937
816578
420017
771132
1008473
364933
1029745
847530
521829
911316
943711
128649
962667
838949
742345
817548
856067
190006
533894
904868
958563
336185
266674
974764
830413
223167
956289
684818
957845
1001860
716276
657947
889123
992127
752699
372882
391512
956441
890390
589212
226828
554074
227364
953249
950812
1045700
950138
853463
704040
305934
729806
1000125
1002808
127873
1005360
268102
241053
774325
457761
498647
597354
751738
941113
828685
94147
218343
602681
515841
945358
688329
1026527
222558
914790
1011751
246036
944938
830194
661937
127421
672202
372851
1012412
935037
686956
245977
953351
429936
247525
740081
648888
595950
875515
879428
811597
129825
937594
201365
887603
413010
61690
940224
982720
553980
570329
758300
1000796
227368
295978
111640
247857
894407
1013210
415068
1012063
657591
345734
937672
719359
1006840
942947
124050
752957
124098
720096
421383
954591
946014
938884
839944
49785
124496
1051172
1042431
757362
1010345
125156
1012407
328217
838150
1002581
608655
233580
885050
231980
667714
934777
1027325
545330
752815
529440
736084
113215
661824
901362
890099
945455
950712
917143
570187
1041581
371240
854009
226760
576548
1003946
993039
1018814
1000820
113702
725168
462765
1017817
824442
752487
128222
975066
610615
887319
938520
1003967
942355
926388
425161
903330
650922
953925
785979
701277
772357
237586
341103
592538
1023546
130838
920600
113737
241684
359135
940073
903099
1012415
1044617
437882
830014
714801
609066
956980
437621
360942
1006949
952786
1015898
1008996
1015235
246605
998393
227360
830123
374666
895247
751227
236081
1025059
764070
264220
119515
760235
663628
875663
1009473
352285
1003301
413553
329541
509068
816520
900688
828896
566963
949257
725571
117813
751040
765608
1025293
913474
285883
265776
954016
234717
976398
952897
956601
816525
943715
942092
986340
812588
766092
942876
223304
492861
124518
225640
629035
1039780
1036478
362648
855835
937769
914135
460883
1010521
578919
368066
977595
1002873
921799
846303
850091
962286
999949
774748
665772
454678
900096
113186
895754
508672
509722
126296
389324
325241
1044735
364045
883348
236103
856363
1008099
223222
998979
237590
1017679
963100
883362
813931
869979
413882
517919
696404
94052
236200
954014
946488
832935
312758
94051
824096
351621
838932
435945
752894
562371
484110
830406
313471
773727
945959
235442
246603
671824
957784
366473
711008
752160
245219
611225
912684
789581
1009817
999003
925693
1013358
126259
705525
816075
223184
1003361
759978
553054
